# Hytale Item IDs — 2026-07-04T23:10:15.528252121Z
# Format: id | maxStack | hasBlock | consumable
# Gesamt: 3690 Items (Vanilla + alle geladenen Plugins)

*Container_Bucket_State_Filled_Milk | maxStack=1 | hasBlock=true | consumable=true
Furniture_Feran_Bench | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Bookshelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Candle | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Chandelier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Feran_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Feran_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Planter | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Pot_Secondary | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Torch | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Torch_Tall | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Feran_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Flag_Orange | maxStack=100 | hasBlock=true | consumable=false
Furniture_Flag_Small_Red | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Bench | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Chair | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Lamp | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Secondary_Lamp | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Secondary_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Frozen_Castle_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Goblin_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Banner | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Banner_Double | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Banner_Triple | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Bench | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Bookshelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Brazier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Candle | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Chair | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Coffin | maxStack=1 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Desk | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Door_Large | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Door_Medium | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Lantern | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Lantern_Ceiling | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Planter | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Pot_Small | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Statue_Broken | maxStack=1 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Torch | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Human_Ruins_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Jungle_Bench | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Bookshelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Brazier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Candle | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Chair | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Jungle_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Jungle_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Painting | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Planter | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Pot_Secondary | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Torch | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Jungle_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Kweebec_Candle | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Kweebec_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Kweebec_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Lantern | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Lantern_Ceiling | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Painting | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Statue | maxStack=1 | hasBlock=true | consumable=false
Furniture_Kweebec_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Kweebec_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Lumberjack_Chair | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Lumberjack_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Lumberjack_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Lamp | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Lantern | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Painting | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Lumberjack_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Outlander_Banner | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Carpet | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Chair | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Couch | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Medium_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Potion_Glow | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Potion_Glow_Ceiling | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Royal_Magic_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Door_Large | maxStack=100 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Door_Medium | maxStack=100 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Lamp | maxStack=100 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Lantern | maxStack=100 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Scarak_Hive_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Barrel | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Tavern_Bench | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Candle | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Chair | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Chandelier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Tavern_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Tavern_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Painting | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Planter | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Tavern_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Brazier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Candle | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Coffin | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Door_Large | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Door_Medium | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Statue | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Statue_Gaia | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Dark_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Earth_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Door_Medium | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Statue | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Torch | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Emerald_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Light_Bench | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Brazier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Light_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Light_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Door_Large | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Door_Medilum | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Lantern | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Lantern_Ceiling | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Painting | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Shelf | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Statue | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Light_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Light_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Brazier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Door_Large | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Door_Medium | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Lamp | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Lantern | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Planter | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Secondary_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Statue | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Scarak_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Candle | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Chandelier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Door_Large | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Door_Medium | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Statue | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Statue_Gaia | maxStack=1 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Temple_Wind_Window | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Bed | maxStack=1 | hasBlock=true | consumable=false
Furniture_Village_Bench | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Bookcase | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Brazier | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Chair | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Chest_Large | maxStack=25 | hasBlock=true | consumable=false
Furniture_Village_Chest_Small | maxStack=25 | hasBlock=true | consumable=false
Furniture_Village_Coffin | maxStack=1 | hasBlock=true | consumable=false
Furniture_Village_Counter | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Crate | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Door | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Ladder | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Painting_1x1 | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Painting_1x2 | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Painting_2x1 | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Painting_2x2 | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Painting_3x2 | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Planter | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Platform | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Pot | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Shelf_Full | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Sign | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Statue | maxStack=1 | hasBlock=true | consumable=false
Furniture_Village_Stool | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Table | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Tombstone | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Trapdoor | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Wardrobe | maxStack=100 | hasBlock=true | consumable=false
Furniture_Village_Window | maxStack=100 | hasBlock=true | consumable=false
Geyzer_Spawner1 | maxStack=100 | hasBlock=true | consumable=false
Glider | maxStack=1 | hasBlock=false | consumable=false
Greenscreen | maxStack=100 | hasBlock=true | consumable=false
Halloween_Basket_Pumpkin | maxStack=25 | hasBlock=true | consumable=false
Halloween_Basket_Straw | maxStack=25 | hasBlock=true | consumable=false
Halloween_Broomstick | maxStack=1 | hasBlock=false | consumable=false
Halloween_Wagon | maxStack=100 | hasBlock=true | consumable=false
Hub_Portal_Default | maxStack=100 | hasBlock=true | consumable=false
Hub_Portal_Flat | maxStack=100 | hasBlock=true | consumable=false
Hub_Portal_Zone3_Taiga1 | maxStack=100 | hasBlock=true | consumable=false
Ingredient_Bar_Adamantite | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Bronze | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Cobalt | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Copper | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Gold | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Iron | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Mithril | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Onyxium | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Prisma | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Silver | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bar_Thorium | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bolt_Cindercloth | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bolt_Cotton | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bolt_Linen | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bolt_Prismaloom | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bolt_Shadoweave | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bolt_Silk | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bolt_Stormsilk | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bolt_Wool | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Bone_Fragment | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Charcoal | maxStack=100 | hasBlock=true | consumable=false
Ingredient_Chitin_Sturdy | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Crystal_Blue | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Crystal_Cyan | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Crystal_Green | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Crystal_Pink | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Crystal_Purple | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Crystal_Red | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Crystal_White | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Crystal_Yellow | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Dough | maxStack=25 | hasBlock=true | consumable=false
Ingredient_Fabric_Scrap_Cindercloth | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fabric_Scrap_Cotton | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fabric_Scrap_Linen | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fabric_Scrap_Prismaloom | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fabric_Scrap_Shadoweave | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fabric_Scrap_Silk | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fabric_Scrap_Stormsilk | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fabric_Scrap_Wool | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Feathers_Blue | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Feathers_Dark | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Feathers_Light | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Feathers_Red | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fibre | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Fire_Essence | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Flour | maxStack=25 | hasBlock=true | consumable=false
Ingredient_Hay | maxStack=100 | hasBlock=true | consumable=false
Ingredient_Hide_Dark | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Hide_Heavy | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Hide_Light | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Hide_Medium | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Hide_Prismic | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Hide_Scaled | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Hide_Soft | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Hide_Storm | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Ice_Essence | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Leather_Dark | maxStack=100 | hasBlock=false | consumable=false
Ingredient_Leather_Heavy | maxStack=100 | hasBlock=false | consumable=false
